,Company,TypeName,RAM(GB),OpSys,Weight(kg),TouchScreen,IPS,PPI,CPU,HDD,SSD,GPU Brand,Price(€)
241,Asus,Notebook,8,Windows,2.1,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,675.32589144
242,Asus,Notebook,8,Other,2.69,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,524.335997808
243,Dell,Gaming,8,Windows,2.56,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,518.4379550880001
244,Lenovo,2 in 1 Convertible,8,Windows,1.38,1,1,158.48253022174808,Intel Core i7,0,256,Intel,636.3988094880001
245,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,580.9572079200001
246,HP,Notebook,8,Windows,2.04,1,0,100.45466986113651,Intel Core i5,1000,0,Intel,329.70058804800004
247,Asus,Gaming,16,Windows,3.6,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,1768.8230117280002
248,HP,Notebook,4,Windows,1.49,0,1,165.6321180513006,Intel Core i5,500,0,Intel,398.1178836
249,Apple,Ultrabook,8,MacOS,1.37,0,1,226.98300468106115,Intel Core i5,0,512,Intel,1203.20071488
250,Dell,2 in 1 Convertible,8,Windows,2.08,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,483.04969876800004
251,Asus,Gaming,16,Windows,4.3,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,1061.057885328
252,Asus,Notebook,4,Windows,1.68,0,0,100.45466986113651,AMD,1000,0,AMD,276.618203568
253,Lenovo,2 in 1 Convertible,8,Windows,1.37,1,1,158.48253022174808,Intel Core i7,0,512,Intel,1090.5480989280002
254,Acer,Notebook,4,Windows,3.0,0,1,127.33567457123111,Intel Core i3,0,256,Nvidia,414.042598944
255,Dell,Ultrabook,8,Windows,1.41,0,0,165.6321180513006,Intel Core i5,0,256,Intel,559.7242541280001
256,HP,Notebook,8,Windows,1.91,0,0,100.45466986113651,AMD,0,128,AMD,262.99372488480003
257,HP,Notebook,16,Windows,2.9,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,624.602724048
258,MSI,Gaming,16,Windows,4.14,0,0,127.33567457123111,Intel Core i7,1000,512,Nvidia,1473.920875728
259,Lenovo,2 in 1 Convertible,8,Windows,2.0,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,1002.0774581280001
260,Dell,Notebook,8,Windows,2.8,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,673.5564786240001
261,Lenovo,Notebook,4,Other,2.2,0,0,141.21199808219862,Intel Core i3,0,256,Intel,261.873096768
262,HP,Notebook,4,Windows,2.1,0,1,141.21199808219862,Intel Core i5,500,0,Intel,425.83868438400003
263,Dell,Notebook,4,Windows,2.18,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,387.50140670400003
264,Dell,Notebook,8,Windows,2.24,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,333.23941368000004
265,Dell,2 in 1 Convertible,8,Windows,2.67,1,0,141.21199808219862,Intel Core i5,0,256,Intel,471.25361332800003
266,Asus,2 in 1 Convertible,8,Windows,1.1,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,884.1166037280001
267,Lenovo,Notebook,4,Other,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,275.438595024
268,HP,Notebook,8,Windows,2.5,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,600.4207488960001
269,Lenovo,Notebook,8,Windows,2.05,0,0,141.21199808219862,Intel Core i7,0,256,Intel,519.02775936
270,Apple,Ultrabook,8,MacOS,1.37,0,1,226.98300468106115,Intel Core i5,0,512,Intel,1155.3675884208
271,Asus,Gaming,16,Windows,3.2,0,0,127.33567457123111,AMD,1000,256,AMD,913.606817328
272,Dell,Notebook,8,Linux,2.14,0,0,141.21199808219862,Intel Core i7,0,256,AMD,433.54742621904006
273,Lenovo,2 in 1 Convertible,16,Windows,1.36,1,0,209.8006828649808,Intel Core i7,0,512,Intel,1473.920875728
274,Toshiba,Notebook,8,Windows,2.2,0,0,100.45466986113651,Intel Core i7,500,0,Nvidia,478.921068864
275,Dell,Notebook,12,Windows,2.3,0,0,100.45466986113651,Intel Core i7,1000,0,Intel,420.57173223504
276,Dell,Notebook,8,Linux,2.8,0,0,127.33567457123111,Intel Core i7,1000,128,AMD,648.194894928
277,Acer,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,439.40418264
278,Lenovo,Notebook,4,Windows,2.8,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,288.41428900799997
279,Lenovo,Notebook,8,Other,2.8,0,0,127.33567457123111,Intel Core i7,2000,0,Nvidia,500.74382692800003
280,Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,506.641869648
281,Dell,Notebook,4,Linux,2.25,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,252.436228416
282,Lenovo,Gaming,8,Windows,2.5,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,488.9477414880001
283,Lenovo,Notebook,6,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Intel,341.496673488
284,Acer,Notebook,8,Windows,3.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,560.9038626720001
285,Acer,Notebook,12,Windows,2.15,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,388.681015248
286,Lenovo,Notebook,8,Windows,1.95,0,1,141.21199808219862,Intel Core i7,0,256,Intel,647.0152863840001
287,Asus,Ultrabook,8,Windows,1.7,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,576.238773744
288,Lenovo,Gaming,16,Windows,2.5,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,695.3792366880001
289,Lenovo,Notebook,8,Other,2.2,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,388.68691329072
290,Acer,Notebook,2,Other,2.19,0,0,100.45466986113651,Other Intel,0,16,Intel,117.371050128
291,Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,700.0976708640001
292,HP,Notebook,8,Windows,2.54,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,288.41428900799997
293,Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,1078.752013488
294,Lenovo,Notebook,8,Windows,2.05,0,0,141.21199808219862,Intel Core i5,0,256,Intel,435.865357008
295,Lenovo,Gaming,8,Windows,3.2,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,766.1557493280001
296,Acer,Notebook,8,Linux,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,577.4183822880001
297,Dell,Workstation,16,Windows,3.42,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,1701.5027521219201
298,Lenovo,Notebook,6,Windows,2.4,0,0,141.21199808219862,AMD,1000,0,AMD,294.312331728
299,Asus,Ultrabook,16,Windows,1.63,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,865.832671296
300,Asus,Notebook,4,Windows,1.3,0,0,111.93520355955211,Intel Core i3,0,128,Intel,300.21037444800004
301,Asus,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,1251.5646651840002
302,Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,382.782972528
303,Lenovo,Notebook,8,Other,2.2,0,0,100.45466986113651,Intel Core i5,2000,0,Nvidia,323.802545328
304,Asus,Gaming,8,Windows,2.5,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,746.10240408
305,Lenovo,Notebook,4,Other,2.2,0,0,100.45466986113651,Other Intel,1000,0,Intel,212.32363987728
306,HP,2 in 1 Convertible,16,Windows,1.28,1,0,165.6321180513006,Intel Core i7,0,256,Intel,1164.8634372000001
307,Toshiba,Notebook,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,615.165855696
308,Lenovo,Notebook,8,Windows,2.3,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,483.04969876800004
309,HP,Notebook,4,Windows,1.86,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,276.618203568
310,Lenovo,Notebook,8,Windows,1.1,0,1,165.6321180513006,Intel Core i5,0,256,Intel,589.214467728
311,Dell,Ultrabook,16,Windows,1.21,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,1473.920875728
312,MSI,Gaming,16,Windows,2.8,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,1237.999166928
313,Acer,Notebook,8,Windows,2.23,0,0,141.21199808219862,AMD,0,256,AMD,276.618203568
314,Asus,2 in 1 Convertible,2,Windows,1.1,1,0,135.0942111925629,Other Intel,0,0,Intel,162.1961748
315,Dell,Notebook,8,Windows,2.33,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,497.794805568
316,HP,2 in 1 Convertible,16,Windows,1.29,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,1444.430662128
317,Lenovo,Notebook,4,Other,1.45,0,0,117.82653006268643,Other Intel,0,0,Intel,271.25098469280005
318,HP,Notebook,8,Windows,1.95,0,0,157.3505121487356,Intel Core i5,0,256,Intel,578.00818656
319,Acer,Notebook,4,Windows,1.4,0,0,135.0942111925629,Other Intel,0,0,Intel,286.05507192
320,HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i7,0,256,Intel,762.027119424
321,Lenovo,Notebook,4,Windows,2.79,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,347.394716208
322,Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i7,0,256,Intel,645.245873568
323,HP,Notebook,8,Windows,2.1,0,1,100.45466986113651,Intel Core i7,1000,0,Intel,532.003453344
324,Acer,Notebook,8,Windows,2.2,0,0,100.45466986113651,AMD,0,256,AMD,388.681015248
325,Lenovo,Notebook,4,Windows,1.44,0,0,111.93520355955211,Other Intel,0,0,Intel,172.222847424
326,Acer,Notebook,6,Windows,2.23,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,323.802545328
327,Asus,Ultrabook,8,Windows,1.7,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,619.2355051728
328,HP,Ultrabook,8,Windows,1.26,0,0,176.23257360658386,Intel Core i7,0,256,Intel,787.3887031200001
329,Dell,Notebook,32,Windows,2.06,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,1556.4934738079999
330,MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,707.1753221280001
331,Toshiba,Notebook,8,Windows,2.0,0,1,141.21199808219862,Intel Core i5,0,256,Intel,556.185428496
332,Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,786.7988988480001
333,Lenovo,Notebook,4,Windows,1.85,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,264.822118128
334,Asus,Gaming,8,Windows,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,589.214467728
335,HP,Notebook,8,Windows,1.48,0,0,157.3505121487356,Intel Core i5,0,256,Intel,747.8718168959999
336,Dell,Ultrabook,8,Windows,1.9,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,618.704681328
337,HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i5,0,256,Intel,674.736087168
338,Asus,Notebook,4,Linux,2.0,0,0,100.45466986113651,Other Intel,1000,0,Intel,162.19027675728
339,Dell,Notebook,8,Windows,2.0,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,673.998831828
340,Dell,Notebook,4,Linux,2.2,0,0,100.45466986113651,Other Intel,500,0,Intel,162.13719437280002
341,Lenovo,Notebook,12,Windows,2.2,0,0,141.21199808219862,AMD,2000,0,AMD,530.234040528
342,HP,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,422.29985875200003
343,Lenovo,2 in 1 Convertible,16,Windows,1.4,1,1,316.96506044349616,Intel Core i7,0,512,Intel,1237.999166928
344,Dell,Ultrabook,8,Windows,1.2,0,0,165.6321180513006,Intel Core i7,0,256,Intel,931.300945488
345,Lenovo,Gaming,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,665.889023088
346,HP,Notebook,2,Windows,1.44,0,0,111.93520355955211,Other Intel,0,0,Intel,164.55539188800003
347,Dell,Ultrabook,16,Windows,1.88,0,0,141.21199808219862,Intel Core i7,0,768,Intel,948.38167720512
348,Asus,2 in 1 Convertible,4,Windows,1.5,1,0,135.0942111925629,Other Intel,0,0,Intel,221.176602
349,Dell,Ultrabook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,391.04023233600003
350,Dell,Notebook,16,Windows,2.06,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,1195.7809771382401
351,HP,Notebook,8,Windows,1.84,0,0,141.21199808219862,Intel Core i7,0,256,Intel,769.104770688
352,MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,1000,128,Nvidia,831.0342192480001
353,HP,Workstation,8,Windows,2.6,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,1025.23907188944
354,Toshiba,Notebook,16,Windows,2.4,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,827.495393616
355,Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,572.6409676847999
356,Lenovo,Notebook,4,Other,2.2,0,0,100.45466986113651,Other Intel,1000,0,Intel,189.91107754128004
357,Dell,Gaming,8,Windows,2.65,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,589.214467728
358,Dell,Notebook,8,Windows,2.36,1,0,100.45466986113651,Intel Core i5,2000,0,Intel,328.73920708464
359,Dell,Notebook,8,Windows,1.36,0,0,157.3505121487356,Intel Core i5,0,256,Intel,841.650696144
360,HP,Notebook,4,Windows,1.86,0,0,100.45466986113651,Intel Core i3,500,0,Intel,258.924075408
361,Asus,Notebook,8,Windows,2.0,0,0,157.3505121487356,Intel Core i5,0,256,Intel,557.3650370400001
362,Lenovo,Notebook,6,Windows,2.8,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,424.06927156800003
363,HP,Notebook,8,Windows,1.86,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,376.884929808
364,Lenovo,Notebook,8,Other,2.2,0,0,100.45466986113651,Intel Core i3,0,256,Nvidia,294.312331728
365,HP,Notebook,8,Windows,2.04,0,0,100.45466986113651,Other Intel,2000,0,Intel,229.433861808
366,Dell,Notebook,8,Windows,2.8,0,0,127.33567457123111,Intel Core i5,1000,128,AMD,639.9376351200001
367,Lenovo,Gaming,8,Other,2.4,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,477.151656048
368,Dell,Notebook,8,Windows,2.33,0,0,141.21199808219862,Intel Core i7,0,256,AMD,530.234040528
369,HP,Ultrabook,8,Windows,1.36,0,1,157.3505121487356,Intel Core i7,0,256,Intel,1032.157476
370,Asus,2 in 1 Convertible,12,Windows,2.26,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,648.194894928
371,Acer,Notebook,4,Windows,2.1,0,0,100.45466986113651,AMD,0,128,AMD,251.256619872
372,Asus,Gaming,16,Windows,3.25,0,1,127.33567457123111,AMD,1000,256,AMD,1296.9795941280001
373,Lenovo,Notebook,4,Windows,2.6,0,0,106.11306214269258,AMD,0,128,AMD,288.41428900799997
374,Dell,2 in 1 Convertible,8,Windows,1.62,1,0,165.6321180513006,Intel Core i7,0,256,Intel,512.5458104107199
375,HP,Notebook,4,Windows,1.91,0,0,141.21199808219862,AMD,0,256,AMD,288.40839096528003
376,Lenovo,Netbook,4,Windows,1.59,0,1,135.0942111925629,Other Intel,0,128,Intel,326.16176241600004
377,Dell,Notebook,4,Windows,1.8,0,0,100.45466986113651,Other Intel,500,0,Intel,182.24952004800002
378,Asus,Notebook,4,Windows,1.5,0,0,111.93520355955211,Other Intel,0,0,Intel,168.684021792
379,Acer,Notebook,8,Linux,2.4,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,498.974414112
380,HP,Gaming,8,Windows,3.35,0,1,127.33567457123111,Intel Core i7,1000,128,Nvidia,702.4568879520001
381,Lenovo,Notebook,4,Other,1.85,0,0,141.21199808219862,Intel Core i3,0,128,Intel,237.986023752
382,Asus,Gaming,8,Windows,2.3,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,976.12607016
383,Lenovo,Notebook,8,Windows,1.5,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,648.194894928
384,Asus,Ultrabook,16,Windows,1.1,1,0,165.6321180513006,Intel Core i7,0,512,Intel,1031.5086913008001
385,Lenovo,Ultrabook,8,Windows,1.13,0,1,209.8006828649808,Intel Core i7,0,512,Intel,1345.933348704
386,Lenovo,Notebook,4,Windows,1.5,0,1,165.6321180513006,Intel Core i3,0,128,Intel,323.802545328
387,Dell,Workstation,8,Windows,2.23,0,0,141.21199808219862,Intel Core i5,500,0,AMD,807.442048368
388,Dell,Workstation,8,Windows,2.0,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,1259.23212072
389,Lenovo,2 in 1 Convertible,16,Windows,1.42,1,0,209.8006828649808,Intel Core i7,0,512,Intel,1479.818918448
390,Asus,Gaming,8,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,0,Nvidia,612.806638608
391,Asus,Gaming,16,Windows,3.0,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,938.378596752
392,Acer,Notebook,12,Windows,2.2,0,1,100.45466986113651,Intel Core i5,1000,0,Nvidia,409.31826672528
393,MSI,Gaming,8,Windows,2.7,0,0,127.33567457123111,Intel Core i7,0,256,Nvidia,795.645962928
394,Dell,Notebook,8,Linux,2.33,0,0,141.21199808219862,Intel Core i7,0,256,AMD,459.38085333264
395,HP,Ultrabook,4,Windows,1.91,0,0,141.21199808219862,AMD,0,256,AMD,294.312331728
396,Lenovo,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i7,0,256,AMD,725.19974068032
397,Lenovo,Notebook,8,Windows,1.9,0,1,157.3505121487356,Intel Core i5,0,256,Intel,553.236407136
398,Dell,Workstation,8,Windows,1.78,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,1599.5491856639999
399,Lenovo,Ultrabook,16,Windows,1.13,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,1548.236214
400,Lenovo,Notebook,4,Windows,2.2,0,0,100.45466986113651,Other Intel,1000,0,Intel,180.48010723200002
401,Asus,Gaming,16,Windows,2.9,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,901.810731888
402,Lenovo,Notebook,8,Windows,2.1,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,675.0309893040001
403,Acer,Notebook,8,Linux,2.5,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,518.4379550880001
404,MSI,Gaming,16,Windows,2.8,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,1326.469807728
405,Asus,Ultrabook,8,Windows,1.1,0,0,157.3505121487356,Intel Core i7,0,512,Intel,1104.7034014560002
406,Toshiba,Ultrabook,16,Windows,1.2,0,0,165.6321180513006,Intel Core i7,0,512,Intel,1030.3880631840002
407,Dell,Ultrabook,8,Windows,1.36,0,0,157.3505121487356,Intel Core i7,0,512,Intel,990.87117696
408,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i3,500,0,Intel,241.22994724800003
409,Lenovo,Notebook,2,Windows,1.15,0,0,135.0942111925629,Other Intel,0,0,Intel,179.5659106104
410,Lenovo,Workstation,8,Windows,2.67,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,1135.3732236
411,Lenovo,Ultrabook,8,Windows,1.7,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,1145.989700496
412,HP,Notebook,4,Windows,2.1,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,276.618203568
413,Acer,2 in 1 Convertible,8,Windows,1.6,1,1,165.6321180513006,Intel Core i7,0,256,Intel,465.36146865072004
414,Asus,2 in 1 Convertible,8,Windows,1.27,1,1,165.6321180513006,Intel Core i5,0,256,Intel,547.338364416
415,Dell,Notebook,4,Linux,2.3,0,0,141.21199808219862,Intel Core i5,0,256,AMD,353.23377850080004
416,Dell,Notebook,4,Windows,1.65,0,0,117.82653006268643,Intel Core i3,0,128,Intel,406.375143408
417,HP,Ultrabook,8,Windows,1.43,0,0,157.3505121487356,Intel Core i7,0,256,Intel,884.706408
418,Dell,Notebook,8,Windows,2.14,0,0,100.45466986113651,Intel Core i5,1000,0,Intel,318.4648166664
419,Lenovo,Ultrabook,8,Windows,1.75,0,1,157.3505121487356,Intel Core i7,0,256,AMD,716.8363161033601
420,Lenovo,2 in 1 Convertible,16,Windows,2.0,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,1120.038312528
421,Chuwi,Notebook,6,Windows,1.4,0,1,267.3384360344031,Other Intel,0,0,Intel,264.822118128
422,HP,Notebook,8,Windows,2.31,0,0,141.21199808219862,Intel Core i7,0,256,Intel,841.650696144
423,Asus,Notebook,8,Linux,2.3,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,352.113150384
424,Dell,Gaming,16,Windows,4.42,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,1650.8621573280002
425,Dell,Gaming,8,Windows,2.62,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,683.583151248
426,Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,673.7924003328001
427,Dell,Ultrabook,8,Linux,1.6,0,0,157.3505121487356,Intel Core i7,0,256,Intel,648.194894928
428,HP,Gaming,12,Windows,3.35,0,0,127.33567457123111,Intel Core i7,1000,256,Nvidia,1179.0187397280001
429,Mediacom,2 in 1 Convertible,4,Windows,1.16,1,1,189.90579052433606,Other Intel,0,32,Intel,176.35147732800002
430,Samsung,Netbook,4,Other,1.15,0,0,135.0942111925629,Other Intel,0,0,Intel,158.657349168
431,Lenovo,Notebook,8,Windows,1.4,0,1,165.6321180513006,Intel Core i7,0,256,Intel,595.7023147200001
432,Lenovo,Notebook,4,Windows,1.7,0,1,157.3505121487356,Intel Core i3,0,128,Intel,353.292758928
433,Lenovo,Workstation,16,Windows,2.3,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,1442.07144504
434,Lenovo,Notebook,16,Windows,2.5,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,1444.430662128
435,Asus,Gaming,8,Windows,3.2,0,0,127.33567457123111,AMD,1000,256,AMD,999.7182410400001
436,HP,Notebook,4,Windows,2.1,0,0,100.45466986113651,Other Intel,500,0,Intel,204.662082384
437,Google,Ultrabook,16,Other,1.1,1,0,234.50740003017813,Intel Core i7,0,512,Intel,1296.9795941280001
438,Lenovo,Ultrabook,24,Windows,1.32,0,0,209.8006828649808,Intel Core i7,0,512,Intel,1404.9137759040002
439,Asus,Notebook,4,Linux,2.0,0,0,141.21199808219862,Intel Core i5,0,256,Intel,329.70058804800004
440,Lenovo,Notebook,8,Windows,2.8,0,0,106.11306214269258,AMD,1000,0,AMD,306.108417168
441,Dell,Notebook,4,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,AMD,441.763399728
442,Lenovo,Ultrabook,8,Windows,1.36,0,1,176.23257360658386,Intel Core i5,0,256,Intel,842.830304688
443,Lenovo,Notebook,4,Windows,2.2,0,0,141.21199808219862,Other Intel,0,128,Intel,205.84169092800002
444,HP,Gaming,8,Windows,2.2,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,648.194894928
445,Dell,Notebook,8,Windows,1.64,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,695.3792366880001
446,Acer,Notebook,4,Linux,2.4,0,0,100.45466986113651,Intel Core i5,500,0,Intel,260.5755273696
447,Dell,Workstation,8,Windows,2.23,0,0,141.21199808219862,Other Intel,1000,0,Nvidia,1175.479914096
448,MSI,Gaming,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,606.1654425052801
449,Microsoft,Ultrabook,16,Windows,1.25,1,0,200.84255993695703,Intel Core i7,0,512,Intel,1527.0032602079998
450,HP,Notebook,8,Windows,1.91,0,0,100.45466986113651,Intel Core i5,0,128,Intel,347.394716208
451,Dell,Workstation,16,Windows,2.17,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,1164.8634372000001
452,HP,Workstation,8,Windows,2.31,0,1,141.21199808219862,Intel Core i7,0,512,Intel,904.759753248
453,Lenovo,Notebook,8,Windows,1.65,0,0,157.3505121487356,Intel Core i5,0,256,Intel,793.28674584
454,Dell,Notebook,8,Windows,2.36,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,577.4183822880001
455,Dell,2 in 1 Convertible,4,Windows,1.47,1,0,135.0942111925629,Other Intel,500,0,Intel,282.516246288
456,Dell,Notebook,8,Windows,4.42,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,1206.739540512
457,Microsoft,Ultrabook,4,Windows,1.252,1,0,200.84255993695703,Other Intel,0,128,Intel,583.316425008
458,Microsoft,Ultrabook,8,Windows,1.25,1,0,200.84255993695703,Intel Core i7,0,256,Intel,1061.057885328
459,HP,Notebook,8,Windows,2.5,0,0,106.11306214269258,Intel Core i3,0,256,Intel,377.41575365280005
460,Acer,Notebook,4,Windows,2.23,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,320.853523968
461,Acer,Netbook,4,Windows,1.4,0,0,135.0942111925629,Other Intel,0,128,Intel,256.56485832
462,Asus,Notebook,8,Windows,2.37,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,441.763399728
463,Lenovo,Notebook,8,Other,1.5,0,1,157.3505121487356,Intel Core i7,0,512,AMD,471.25361332800003
464,Lenovo,Notebook,8,Windows,2.67,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,1232.6909284800001
465,Asus,Notebook,4,Windows,2.0,0,0,100.45466986113651,Other Intel,500,0,Intel,179.300498688
466,Acer,Notebook,4,Windows,2.2,0,0,100.45466986113651,Intel Core i3,500,0,Nvidia,276.618203568
467,Dell,Notebook,8,Windows,2.02,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,447.661442448
468,HP,Gaming,12,Windows,3.78,0,1,127.33567457123111,Intel Core i7,1000,0,Nvidia,1002.0774581280001
469,Lenovo,Ultrabook,12,Windows,1.4,0,1,209.8006828649808,Intel Core i7,0,256,Intel,1095.856337376
470,HP,2 in 1 Convertible,8,Windows,1.29,1,1,331.2642361026012,Intel Core i7,0,512,Intel,1179.0187397280001
471,HP,Notebook,8,Windows,1.9,0,0,141.21199808219862,Intel Core i5,500,0,AMD,680.6341298880001
472,Google,Ultrabook,8,Other,1.1,1,0,234.50740003017813,Intel Core i5,0,128,Intel,752.0004468000001
473,Dell,Ultrabook,8,Windows,1.42,1,0,165.6321180513006,Intel Core i5,0,256,Intel,1086.3309983832
474,Asus,Notebook,12,Windows,2.06,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,766.1557493280001
475,Dell,Notebook,8,Windows,1.79,0,0,111.93520355955211,Intel Core i3,0,128,Intel,436.45516127999997
476,Dell,Workstation,8,Windows,1.78,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,1420.248686976
477,Lenovo,Notebook,8,Windows,1.7,0,0,157.3505121487356,Intel Core i5,0,180,Intel,804.493027008
478,Dell,Notebook,8,Windows,2.2,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,398.1178836
479,Toshiba,Notebook,8,Windows,1.05,0,1,165.6321180513006,Intel Core i5,0,256,Intel,986.1527427840001
480,Dell,Notebook,8,Windows,2.16,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,744.332991264
